id,listing_url,name,description,host_id,host_name,host_in_state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,instant_bookable,review_scores_rating,number_of_reviews
31380330,https://www.airbnb.com/rooms/31380330,Cate's Cottage,"Charming 1920's fully renovated cottage in Montford, Asheville's most historic neighborhood!  Walk downtown, or visit one of the award-winning restaurants nearby.  Everything you need for a comfortable stay is provided.  Live like a local!<br /><br /><b>The space</b><br />This sweet 1920's cottage is warm and inviting.   Hardwood floors, fully-equipped kitchen, and comfortable seating areas help you to feel at home.<br /><br /><b>Guest access</b><br />All on one level, you have full access to the home.  The basement below houses our bikes and such, and is locked.",80338717,Cate,TRUE,within a few hours,1.00,1.00,t,1,t,t,Entire residential home,Entire home/apt,4,2,3,200,30,1125,f,5,7
31405221,https://www.airbnb.com/rooms/31405221,West Asheville Retreat,"Large private bedroom with full basement available for private use including a media center and a pool table, private bath, private deck and private entrance.<br /><br /><b>The space</b><br />Very comfortable and spacious room.  Sleeps 4 on a queen bed and two single beds.  There is also a sofa that pulls out into a double.  Plus, private media room with pool table.",232816040,Charles,TRUE,within a day,0.67,0.90,f,0,t,f,Private room in residential home,Private room,6,1,3,145,1,10,f,4.92,12
31407515,https://www.airbnb.com/rooms/31407515,"Downtown Asheville Bright, Serene Cottage","Roll out of bed in a fresh, modern, mindfully appointed cottage; then walk out the front door into vibrant downtown Asheville. Take an easy stroll to Asheville’s famous breweries and five-star eateries. Only a stone’s throw from The Thomas Wolfe Auditorium and Harrah's Cherokee Center. The space features an open floor plan with vaulted ceilings. Enjoy cooking your own meals or just making a hot cup of coffee in a fully outfitted kitchen.",178317608,Carly,TRUE,within an hour,1.00,0.99,t,0,t,t,Entire residential home,Entire home/apt,6,2,2,356,2,8,f,5,222
31411427,https://www.airbnb.com/rooms/31411427,A Mile to Biltmore and Downtown!,"Relax in this vibrant, newer construction home, fitted with all the essentials you need to enjoy your time in the Asheville mountains.  Large, spacious rooms with large kitchen and open floor plan.  Located just 3 miles to the heart of downtown with breweries, local restaurants,art galleries,shops and all the eclectic vibes that make Asheville unique and fun to explore.  Biltmore village and Estate one mile away. High speed WiFi with sanitation our TOP priority.<br /><br /><b>The space</b><br />This charming home has an incredible location to everything you will want to do while in Asheville. <br /><br />Tastefully decorated with both an urban feel, and a taste of the mountains.  You immediately feel at home and relaxed, like you were meant to be here. (The Asheville mountains will have that effect!). <br /><br />Our professional cleaning team is taking special care to disinfect all touch surfaces prior to your arrival.  They are thoroughly applying the cleaning guidelines set out by t",25041828,Sarah,TRUE,within an hour,0.96,1.00,t,4,t,t,Entire residential home,Entire home/apt,8,4,5,282,2,120,t,4.87,93
31411568,https://www.airbnb.com/rooms/31411568,Downtown•Modern•Cumberland Cottage•Kitchen•Sleep 6,"Roll out of bed in a fresh, modern, mindfully appointed cottage; then walk out the front door into vibrant downtown Asheville. Take an easy stroll to Asheville’s famous breweries and five-star eateries. Only a stone’s throw from The Thomas Wolfe Auditorium and Harrah's Cherokee Center. The space features an open floor plan with vaulted ceilings. Enjoy cooking your own meals or just making a hot cup of coffee in a fully outfitted kitchen.<br /><br /><b>The space</b><br />Roll out of bed in a fresh, modern, mindfully appointed cottage; then walk out the front door into vibrant downtown Asheville. Take an easy stroll to Asheville’s famous breweries and five-star eateries. Only a stone’s throw from The Thomas Wolfe Auditorium and Harrah's Cherokee Center. The space features an open floor plan with vaulted ceilings.  Enjoy cooking your own meals or just making a hot cup of coffee in a fully outfitted kitchen.<br /><br />House all of your favorite people in this ridiculously efficient 750 sq",178317608,Carly,TRUE,within an hour,1.00,0.99,t,0,t,t,Entire residential home,Entire home/apt,6,2,3,313,2,8,f,4.99,209
31412550,https://www.airbnb.com/rooms/31412550,Centrally Located to Biltmore and Downtown!,"Relax in this vibrant, newer construction home, fitted with all the essentials you need to enjoy your time in the Asheville mountains.  Large, spacious rooms with large kitchen and open floor plan.  Located just 3 miles to the heart of downtown with breweries, local restaurants,art galleries,shops and all the eclectic vibes that make Asheville unique and fun to explore.  Biltmore village and Estate one mile away. High speed WiFi with sanitation our TOP priority!!<br /><br /><b>The space</b><br />This charming home has an incredible location to everything you will want to do while in Asheville. <br /><br />Tastefully decorated with both an urban feel, and a taste of the mountains.  You immediately feel at home and relaxed, like you were meant to be here. (The Asheville mountains will have that effect!). <br /><br />Our professional cleaning team is taking special care to disinfect all touch surfaces prior to your arrival.  They are thoroughly applying the cleaning guidelines set out by ",25041828,Sarah,TRUE,within an hour,0.96,1.00,t,4,t,t,Entire residential home,Entire home/apt,8,4,5,281,2,120,t,4.83,120
31412553,https://www.airbnb.com/rooms/31412553,The Pulse Asheville Fantastic downtown location,"Gorgeous,  apartment in the heart of downtown Asheville!! Walking distance to the best restaurants breweries, shops, and nightlife Asheville has to offer. Half a block to city center. 4 minute walk to Harrah’s Cherokee Center. 1 minute walk to parking lot.<br /><br /><b>The space</b><br />You will love this spotless, modern apartment with well appointed kitchen with granite countertops, located in the heart of downtown Asheville!!<br /><br /><b>Guest access</b><br />Guests have access to 2 bedrooms, full bath and kitchen<br /><br /><b>Other things to note</b><br />High speed Wireless internet available throughout apartment <br /><br />Stroller and pack n play available upon request",124981316,Lennox,TRUE,N/A,N/A,N/A,t,1,t,t,Entire rental unit,Entire home/apt,4,2,2,279,2,1125,t,4.81,26
31414815,https://www.airbnb.com/rooms/31414815,Exceptional Location in the Heart of Downtown AVL,"Welcome to the Cozy Cottage in the heart of downtown Asheville! We provide a clean and safe environment for you to enjoy, a true home away from home. We are the only licensed 'Whole House' (stand alone house) Rental in Downtown Historic Asheville! <br /><br />Our cottage is an 'Architectural Jewel' nestled amongst the few historical homes that line this charming street. Situated in the heart of downtown Asheville, all the activities and excitement of downtown are only a short walk away.<br /><br /><b>The space</b><br />This 120 year old historical cottage has been completely restored in recent years and is equipped with all the amenities of modern living yet keeping the ambience of yesteryear. All new plumbing, electrical, HVAC, roofing, it is in perfect shape. The heart of pine wooden floors, stair railings and pocket doors are original to the house and have been beautifully refinished. Whether you have a group of friends or just your family, this is the downtown home that offers ever",2474914,Terri & Carl,FALSE,within an hour,1.00,1.00,t,3,t,f,Entire cottage,Entire home/apt,7,3,5,439,2,30,t,5,36
31460257,https://www.airbnb.com/rooms/31460257,Admire Local Art at a Boutique Studio Perched on a Hill,"Peruse the ornaments and furniture from around the world that fill this unique space in a laid-back, walkable area. The flat is accessed through a serene, private garden, a lovely spot to sip local coffee in the morning serenaded by birdsong.",3039969,Traci,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire rental unit,Entire home/apt,2,1,1,94,1,1125,t,4.99,321
31470914,https://www.airbnb.com/rooms/31470914,Spacious home with 2 Master Suites & More,"Huge private playroom with queen sofa, separate office with full sofa plus 2 large master suites! Spacious home 5 minutes from Biltmore Estate, 10 minutes to downtown Asheville and easy access to Blue Ridge Parkway! Close enough to everything yet when you are home you are away from the hustle and bustle. Our home is situated at the end of the drive so when you are here you will feel tucked away. As hosts we are excited to share our home in the city that we love!<br /><br /><b>The space</b><br />We have tall privacy fences that make grilling and dining on the secluded back deck or relaxing on the cozy outdoor furniture even more enjoyable. Enjoy views of the mountains on one side, a full foliage to the other and large pines edging the front yard. <br /><br />The rooms have a great distance from the common areas so you can easily sneak away if you are looking for some rest or quiet time. The electric fireplace makes for a cozy or romantic atmosphere no matter the season! We provide sever",235764653,Havilah,FALSE,within an hour,1.00,0.90,t,1,t,f,Entire residential home,Entire home/apt,8,2,6,402,2,1125,f,5,68
31493518,https://www.airbnb.com/rooms/31493518,Cooper Cottage,"Charming, modern, newly renovated guest studio. It’s located along side my personal residence in a quiet little neighborhood just minutes from downtown Asheville, NC. Uber is available. It’s quiet and close to everything.<br /><br /><b>The space</b><br />This unique stand alone studio is just a short 15 min drive to downtown Asheville, NC. Minutes away from enjoying a day of mountain biking, hiking, or fishing in the beautiful blue ridge mountains. Spend the day exploring the Biltmore Estate and enjoy a quite night in your own quarters.<br /><br /><b>Guest access</b><br />Guest have access to the entire space.<br /><br /><b>Other things to note</b><br />I do have an outdoor/indoor cat that could possibly stop by to say hello. She is grey. I also have a golden retriever that lives on the property. He is on a leash and friendly, but may bark.",235954974,Rita,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire guest suite,Entire home/apt,2,1,1,47,1,1125,t,4.98,200
